Sentiment,SentimentText
0,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!"
0,My computer died
0,Conference call with HP.  They gave me an invalid pass code so I can't attend
0,@DaneFiori The thought of splitting the estate is depressing of course! (KIDDING!) I don't like the thought of my parents dying
0,@Flickie I'm dead bored. but also dead poor! Student life is a piss take!
0,Massive headache
0,So annoyed I missed Mitch Benn @ Lemon Tree. damn you What's On!
0,oh no! I just crashed my ball pump
0,"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that'll work. #fridayfirehazzard"
0,@brittanytastic aww  that's horrible! xD
0,OH. I am just so tired.
0,My poor phone is nekkid without its cover.
0,Well thats that then. Exam failed and bsc gone
0,"@ecorazzi Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!"
0,"@AnnieAreYouOhK No, it's annoying and makes us girls that follow sports and are knowledgable look dumb"
0,Everything is annoying me today
0,@Alice286 lucky girl!!! I work all day tomorrow! and maybe even Monday!!
0,I need some cheering up
0,soo tired.. still kinda angry that i missed the concert
0,Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   @heather_writes
0,leaving now  off to get my angry teethed pulled....
0,@Disney_Dreaming what?! miley's gonna quit hannah montana?...i don't wanna believe it!
0,@Nisher Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses
0,crying real tears
0,No launch today. Teacher changed plans and we watched a stupid move about tesla
0,my blow torch has broken  this is a REAL bummer
0,@Spiffums I wasn't near him.
0,My TI89 died. I don't know why.
0,So sad I'm going to miss seeing Pennywise again this year
0,@thejiggerjames  not the same.. Can we party tonight jig
0,Hates moving
0,"sooooo, i just dropped my phone.  don't text or tweet me, i'm currently banging my face against a spike covered poison ivy infested wall."
0,Missin my boo
0,Murray just got broken
0,"is enjoying a yummy salad, but missing her avocado  that's what happens when your husband does the grocery shop."
0,@roxeecruz ur linky no worky
0,listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal
0,My friends are mocking my weekend!  @JamesPMacDonald have they been talking to you?
0,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon
0,@TysonDueck Too bad.
0,@thodwris RIP Michael
0,Oww. Can't even describe how much my back hurts. Going to have to go to the stupid doctor.
0,@MynameisDon I ALWAYS miss out! I wont be able to commence in the foolishness til' the fall  But come fall I'll be visiting!! YAY!!
0,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5
0,Sun has been making me happy =] Shame about work tonight  x
0,@Nobilis I feel your pain. Mine is the same way
0,Sad day in the office. Glad it's Friday. Like to get away from this for a while. Poor co-worker just lost her son.
0,Wishes she had a pool
0,Soooo not feeling well and I need to get out of bed
0,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !"
0,@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx
0,@feltbeats That's right... kick me when I'm down.
0,@TearlessPoet hmmm really??? that's weird idk about that one  sowwy
0,@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.
0,sourish limbs is preventing me from gg out on a friday. not happy. i haven't been on at 12am for a v long time...even more so on a fri
0,sick of math
0,@jferlee I didn't see it last night!  Oh well. But I HAVE to watch it in theaters. That's a MUST.
0,@jephjacques my three most hated words are &quot;see you monday&quot;
0,extremely bored.
0,The computer at work hates me.  have to call tech support. Again...
0,I wanna be out in the sunshineeeeeee
0,"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy"
0,workout stunk...no headphones.
0,"headache, headache, go away. come again another day...."
0,i wish my drems could come true
0,im at home....on a friday night.  but it's all good!
0,"tired and bored, watching movies while i'm home alone"
0,"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad"
0,@tinylegacies *sighs* Ah well.  Maybe my second email will clear it up and get him approved.
0,i hate interviews. im going to do horrible today
0,@BrendonBudness unfortunatley it is the tooth kind of crown
0,@lexie_98 Kevin can't leave work until 2
0,Head ache  Tom's call time is really early because the shows will start at 2:30PM. Recovered like 150+ photos already... 700 more to go!
0,"@RoxieDax Ten hours ago, I was was sleeping, sorry."
0,is in route 2 da' beach! No sun yet
0,Aww nobody likes the album I posted after a million attempts  Boohoo
0,"I was supported to do things I didn't like,, n when I was about to do what I intrested in,, mom always refused it..."
0,I really miss my phone  i cant wait till my new one comes
0,now the pic wont load up on twitter
0,@novemberlight I sometimes fail
0,@fossiloflife was being sarcy as usual
0,"@SpookyJenB @diver4skynsea Stop it, you are makin' me sad"
0,bad hair day
0,@ToyStory2wasOk The party has to be moved to next weekend  ..stupid weather.
0,@sirhova I was supposed to go to philly as well....bailed out last minute
0,@Cinderell4 bad luck  oh well next time you will be more lucky...
0,"Really good concepts at #mozconcept. I *really* love to send something mine, but no time"
0,Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???
0,im sad about missing out on the opportunity to be in valencia's new video.
0,Leaving NOLA today  Counting down the seconds 'til I start crying. Love this place so much.
0,"@AliceS1 hey, I can't make it to Makers tonight"
0,"@cbobcreson @silatjunkie  So, @kfrieze just pointed out to me that she has not been able to be involved in this convo for lack an iPhone"
0,"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend."
0,"I wouldn't mind some sunshine and a walk. Where are you, summer??"
0,@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family...
0,"@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all"
0,Finally got a call for marriage counseling 3 days late....
0,Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.
0,"@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full"
0,"Gus, formally known as world's ugliest dog has died  We'll miss you, Gus http://bit.ly/exjcn"
0,Finally sunny days and I'm too sick to go outside and play.
0,so freaking tired.  It's like my body refuses to move.
0,I fell! I think my knee is broken  but I look fabulous
0,now my ds just died  whatta letdown!
0,"@IzzyJ_Is_Here oh hun, i'm sorry... out of everything you've been through, the last thing you deserve is to be unhappy at home.."
0,WALC-ers are you ready to cry? its going to be a long day of reminiscing
0,@banjoist123 may I ask what bluegrass means? Sorry in advance for looking a bit silly by asking
0,not long in from sunbathing and burnt
0,"@ShellyKramer I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!"
0,"@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work."
0,Headache
0,@devontebrown its cuz you love me. dont make me sad
0,NOO!! XBOX got red rings of death
0,favorite shirt ruined:death by bleach  #fb
0,Missed getting my &quot;Twilight&quot; jacket @ modcloth! Man I wish I didn't have long monkey arms and could of gotten the L instead!!
0,@joaniemaloney yep  which sucks because i thought somewhere it said it was..
0,Suddenly I remember all the memories with him  ohhh please
0,Paid all my bills only to go out to the mailbox to find more of them
0,No one wants to sit with me at lunch  I guess I'll just bury my head in my laptop and continue to be anti-social.
0,I think my book is gone forever... we mourn forever  SHIT!
0,is a failure
0,I misses my bed  so sleepy!
0,Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!
0,Frustrated with copying 13Gigs across USB 1.1.Stupid old servers
0,Drag me to hell soundtrack from Christopher Young is delayed from june 2nd to july 7. That's SUCKS pretty bad.
0,"Ben &amp; Jerry's fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  @cherrygarcia"
0,Listening to Opeth. Trying not to think about missing their show in San Antonio. Failing
0,"Almost fell asleep under the hair dryer  so tired, feel like I'm going to puke"
0,@eightwednesday @emilyhilleren I lost that membership when I got boosted to the 3 D club.  It's lonely.
0,"wow, I didn't realized that there is a limit to the &quot;more&quot; button. That sucks... I guess two days is the max to not sign in to twitter.  !"
0,i need new running shoes!! my feet are completely torn up
0,@jkblacker Unfortunately I'm not @jamesog - someone's squatting on that
0,Young love comes to an end
0,im well bored  had a great half term and i dont wanna go back to school on monday :'( enjoying the hot weatler lo0l ;)
0,Dang my own LDBF didnt give me a Follow Friday shot out
0,This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...  http://mypict.me/1Zu9
0,@xxxmaggie oh that sucks  I'm sorry.
0,i could tell its gonna be an angry day...
0,NW Macedonia: Few rainy days in a row.
0,I hate it when my sweetie has a bad day  http://tinyurl.com/lr22dj
0,"@verbs_n_nouns ikr? my parents take the cake tho, they don't grocery shop and they go out to eat all the time just them 2..."
0,"@philispig  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful."
0,@jmorgan0909 and I'm not getting another one ... There's only 1 alfie
0,@AC_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin' i know he doesn't want to have one.. booo..
0,I think it's unfair I have to miss the sun  all places of work should be closed an writing essays should not be allowed when it's sunny!
0,headache
0,Co-worker's last day  we are going to miss her
0,Evermore &amp; End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later
0,ughhh studying for finals i wish i could go to prom
0,Sometimes I forget that boys have feelings too
0,"I also think that I'm talking to myself now. Okay I need to get to bed. BTW, I miss my brothers."
0,"@tommcfly It's 12:30AM, @buonotomato stopped tweeting, my brain's not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!"
0,ate all my chocolate
0,moving back home today. pro: obnoxiously closer to @thom1937 con: no more mpls runs/excursions for at least a year.
0,"@saxa246  ive been trying to get over her for years, its so hard to move on, when youre so in love..it sucks"
0,@pairadocsdesign and Radio X 96.1 is going all sports next month. Radio is dead.  #grandrapids
0,(sigh) guess we're not gonna meet up today.
0,i DID argue with byron because he said im fat
0,Wish I was in Chicago.
0,So I slept 12 hrs! My body is aching
0,@erickadiaz I get to go to coffee now  It's no fun. I hate it too!
0,@billbathgate im not a doofus  it could happen wahhh!!! :'(!!!!!!!!!! im on my break!!
0,"@nikkibop and he's not even fat!!!! Huh, @freyalynn? He's just friggin huge!  I have a freak."
0,left the inn  now im at school. dang its straight up dead here!! [&lt;3Hannah]
0,Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.
0,@hootsuite  Darnit.  See what happens when I avoid teh interwebs for work.
0,my apartment is emptying out more &amp; more each day.. so sad.. last week at 2000
0,@alyssa133 awww i'm sorry  what kind of fish did you have?
0,Why are some guys so stupid? They have no idea what to do with a good girl who actually cares about them..so sad
0,"@simonprobert yep, supposed to last all weekend. filthy weather"
0,heading to the dmv to pay them my hard-earned money
0,How do you forgive yourself for hurting the one you love the most?
0,@MattyP_654  it's this damp weather...
0,@scarletty24 i know.. i suck.. i'm a master procrastinator  ... you guys don't have too much fun without me
0,last day off... back to work tomorrow
0,wishing i was on a beach right now!!
0,Is not a happy bunny
0,"@Lesley_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts"
0,"Tbh having no credit in your phone sux. i cant even text people to see what's happening, like its totally grrrsville"
0,@MrsWilliams @Timperator fï¿½hlt sich ganz so an #montezuma #iphone
0,it will be my second year that i will not be there
0,@FRANK_URQUIDEZ I MISS U
0,43416 I miss you so much my heart is aching without you bub  http://is.gd/Ja9I
0,being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.
0,"@tommcfly Tom , today my school played POV at the break , and I almost cryed !  your show in sao paulo is today ! I wish i could be there!"
0,oh i just check my stock port. My marketing was unable to buy me TICON at best price
0,"@cameronmarion me too  no one even liked my answers to life last night, pshh"
0,@JHall510 I'm good just bored at work
0,"Oh PW, you done me wrong. The signing time in ur children's article are all wrong...and no Neil Gaiman?! You tease me.  #bea"
0,"Jeff can't get his visa in time to come visit me!    I'm so sad.  In other news, I'm going to Lapa tonight to samba the night away."
0,sooo tired of this cubicle
0,laying in bed listening to opticon. i miss joe veneck
0,"when i cheered,i yelled SHAKE THESE at the end of a chant and did the suck it &quot;X&quot; and got suspended &amp; had to give a public apology,lol"
0,@redhalo_pax goddamn   that fucking sucks *hugs*
0,Will miss my baby for 2 days
0,"I'm so tired idk what 2 do...and I have 2 much 2 do ...church 2 nite, gotta write sermon, wash &amp; flat iron hair, eat! so so much 2 do"
0,at wk wishin I was at Annies grad ceremony but coodnt becuz of sumthin I dnt care to mention... sooo sad
0,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters
0,"Had drums, but they where made up of other peoples sets, so, had to give them all back"
0,its freezing cold! i cant function right in this type of weather. starving to the max
0,Legs are hurting because I was standing up all day.
0,I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like
0,"@Rumpelwald : ne, muss noch 2 Woche warten"
0,@saynerd01 @ericajo42   GRR! my stupid meebo is disconnecting me every 5 seconds
0,Super pumped to do the &quot;Relay for Life&quot; tonite. I am walking in honor of my sweet Grandpa '06 and my Uncle Howard who past just yesterday
0,"I miss the old... HA, HA. I can't tell that person's name."
0,i'm freezing in math class!
0,Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.
0,I have a feeling today is going to be very boring ! Work @ 3  till 9:30
0,Been working on my freakin' computer trying to save stuff on a harddrive and it seems I failed miserably.
0,"Kerry threw a ball at Anand; it bounced off his head, landed on my lunch and it exploded everywhere."
0,taking care of sick children
0,I have tummy ache.  Probably not helped by eating /that/ many tic tacs.
0,@msignorile  Weather sucks up here
0,back to work
0,Got my hair cut. Great.  stupid gum.
0,my computer at work is not working...booo... need a new one!  TGIF!
0,Regrettin some of the decisions I made
0,@jessner12 you suck majorly  i'm swamped...so why am I on twitter...I don't know...but still  a golf tournament?
0,@BrentO She! Maybe that was our first mistake.  Not everyone is as cool as @sqlfool  (brown nose moment)
0,at work and it sucks big time
0,"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had."
0,Crappy Day...
0,"has the urge to go shopping.hmmm but i've got no money,how?"
0,"Well poop, my guitar lesson was canceled today  I'm so sad. I hope his son feels better soon tho."
0,@pilarlovesyou  i love you. don't leave me!
0,Shaw guys are over when I want to be sleeping
0,my tummy hurts
0,@Hi_Im_Chris and i cant get to mine  keep getting an error
0,Was talking to Vincent  Miss him so baadly.
0,Mourning Venus' Third Round Loss....
0,@jonkragel I have been sick for like 5 days now...
0,@Cece602 no it's just going to be me we couldn't come up with enough money to get his ticket
0,i failed at cutting and peeling the mangoes  hah. it was weird trying and my father did it like it was nothing.
0,isn't lookin 4ward 2 work 2mz.. n if its gna b like 2day-weatherwise- itl b even worse  xo
0,@joycewaddle like almost above my sholders
0,@melissajeanine ew.  sorry zach
0,@LindseyNHess I agree 100^%! It's a great day! If only I had a window to see it...
0,"Trip to DC next week canceled.  So, no Artomatic or beer with @genehack."
0,"I'm going on an excursion this week, so I won't be twitting...."
0,@paulo_one yes it went down smooth! Too bad I have to get back to work though  how are you enjoying your Friday?
0,"@MouseGoesSqueak ahhhh.same here with Geometry, like i said b4, if i didn't have it, i would be graduated!! so i feel ur pain hun!"
0,I can't comment directly to someone...... and I'm here all alone
0,i hate getting put on steroids. my face
0,@scavengerlor LoL Clever I'm Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24
0,"@SaschaIllyvich i guess that means you didn't beta-read either of my stories, huh?"
0,We are so sad the beautiful Marisa dresses are leaving today (tear)
0,Refusing to accept that the US holiday is over. Heading to Woodies Longboard  Diner in um ... Hove...
0,"just got back home, shit.. again meeting tmrw,staying at sea view, i even dont my fresh undergarments  tiring, 13 hrs working days"
0,Manchester was wayyyyy to busy!  so warm today also! :'(
0,"i lost friends, when i didnt do anything"
0,Day off with nothing to do
0,bad day
0,Wish I was eating lunch w/ @laddiecatherine and @ophieracine
0,"@Christy_Edmonds Oh, I'm sorry   You'll have lots of fun though, should be a great time!"
0,"I kno I'm behind the times on this one, but I just learned that Troy &quot;t-bag&quot; Dixon died back on dec. 8th 2008. RIP Troy."
0,"@sarahbellafina sleep? I need to go to my mums but by the time I get there, Clara will be in bed"
0,Just burned my tongue!!
0,is sad cuz my mommy leaves to indy today
0,I'm off to a fun filled evening at a funeral home ...  Joy.
0,"Ugh the delivery was postponed, shes not having the baby til 5 and i'll be at work"
0,At work my head hurts a little due to my neck! I hate when I sleep wrong!
0,@mscrismusic wish u was in the D!
0,@chaletlaforet shit that is awful... could not believe it at first... so sad
0,@brett can you fedex me some pizza? I have to cancel my NYC trip until later this summer
0,@elainanic Hope that migraine doesn't stick around for too long.
0,@calikiks  asap. But..... Kids are asleep. I have a car seat for arianna. We can take her with us? I need to pay vs bill!
0,@sweetpea2809 Nor here... Sad times
0,@emmielovegood ive tried and tried in the past to learn cockney but sadly its near impossible to find books and things on it over here.
0,Hates leaving teddy ... Now I'm miss both my boys  damn
0,@kujakupoet My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...
0,@noiseporn Would defo have done that but Im already booked over t'other side of the country
0,I guess it wasn't meant for me to change it
0,@sexxieluv dang....just so far away aren't I?    Darn I'll just have to dream
0,"@kylehamilton Wow, just saw your Tweet about the Proflowers fiasco. That's so not fun!"
0,@diesel_26 i wish you were here to take care of me
0,because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  #fieldnotes
0,"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !"
0,"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I'm sure"
0,Damn. Stephane doesn't even feel sorry for me. Off to work then
0,@NancyLeeGrahn IS she in grade 5?  I can't do my daughters grade 4 math...soo sad
0,http://twitpic.com/66vld - i don't like this bangs! I want my hair back!
0,dis damn usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite
0,@mdfogarty Im so very sad that i am at work today and cant win tickets
0,the sun burned me today....my arms look angry  Party tonight tho babes! woop!
0,"I need to get in a good, hard workout today after work, I feel like I've been slacking! No good"
0,Bloody exams next week
0,"@thecomicproject It's sunny and hot in London today, while I sit in office cranking spreadsheets"
0,@indysawhney seems like u r just pushing your #wcm site. i really cant beleive you are an IT pro and havent heard of #joomla or #drupal.
0,Is working all weekend
0,"Beer, garden, IPOD, Friday night, shame I've got to work tomorrow"
0,"is back from the park and is very sunburnt  cant wait 4 @totallywiredm 2night,and is gonna get smashed..bein sober jst wnt b as fun!"
0,@jhaywardbenzal ouch. I hate it when that happens.
0,"@AdamBMusic ik, i feel sooo bad for them"
0,WHAT THE HELL IS GOING ON?!?! Last night and this morning SUCKED... More moving tonight.
0,i need a jb but i dread the fact that it will have to be retail this summer
0,@geminianeyes it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec
0,Starting to get sad.
0,Feel like death  evil headache and need to pack and drive to parents. Bum.
0,i reaaally need you
0,@lifesaver45 that sucks.
0,"@cindyefolson the signal that makes your internet &quot;go&quot; is pretty bad  getting a tech out will get that fixed up, though!"
0,R.I.P. Sammie the Cat
0,at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you
0,In the middle of breakfast the school called.Yep...back to get Shey...AGAIN.3rd migraine this week or maybe one that never went away
0,Damn...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...
0,ooh my icecream's gone  oh no wait i got another 2 boxes on the freezor! yumm
0,"I have never had a Starbucks coffee in my entire life, people keep making me jealous"
0,@ScrapShoppeEtsy rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((
0,I think Ive buggered up my mobile  ack. I am a stubborn arse and refuse to get a new one.
0,Weekend is getting close. Too bad I'll be stuck up north  Hopefully I'll be able to get out next weekend for some real life fun.
0,"@Steffisticated If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn't, I feel bad."
0,have to put my dog down tomorrow.
0,My sunglasses broke
0,"waiting for aaron to get into town, and then leave him for work. booo"
0,@dsml dont depress me  I have the mother-in-law staying the weekend. Someone else to wait on other than the kids!
0,@BigzFlygerian sorry but I'm not impressed in the slightest b/c u don't eat pussy..more like saddened and confused
0,: why is it so cold!?!?!
0,@Starry1968 you're surrounded by them! I have no official nieces/nephews yet
0,is becoming edgy bcause the lappy has not arrive yet
0,"Another favorite local place bites the dust: Con Sabor Cubano, the place I go to for the most amazing Cuban sammiches, is closed"
0,@meerasapra seriously.. it used to spend most of the time in my house..
0,Where is the boss... I'd like to have my check and leave please!
0,We're not gonna be able to talk again
0,michael scholfield is no more. He is dead. I am sorry
0,had a good day but im now skint again
0,"gross. it's hot, and there's cotton EVERYWHERE.. hello allergies."
0,Thought she wuz my best friend...
0,Is still tired  due to late nights out and work and has to b up early again 2moro 4 work bad times!
0,"Oh well, there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve"
0,Im so tired and sick  i have to be better on Sunday so i can sing morning and night
0,@danecook Sooo SAD I will miss you here in San Diego!!!
0,@ work again
0,BREAKING NEWS: The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!
0,Time flies...and i never got it all right. Why oh why?
0,I am loving this sunshine and hating the thought of my office without windows
0,Selling my Bonnaroo ticket.  Can't get any time away from work. Anyone in the DC area interested? I can meet up!
0,"@inlovewitharmy Southridge was moved a week later cause of Swine flu, i think"
0,@DanielFielding Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!
0,"@zarigee i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren't 24hrs here anymore"
0,Oh My God ..  sad day ..
0,Working late with only The House of Love for company. Just what I want to be doing on a summer evening when I should be out with people
0,any other Mac users completely given up on Google Chrome?
0,"@BiggaBX Yes, It's only fair  lol"
0,"so much for a day off- I've been on my feet, all over the place, all day!"
0,@TiwuRayie geez! one time in a row.. patience! good things comes to those who patience. lol. i wish i could sleepover..
0,"@suzbooze I wanna go, but I so freaking broke   Have fun for me"
0,thirty minutes turned into three hours. oops
0,YawNnnnn _slight headache n hangover grrr
0,i miss the one who would do anything to spend 5 min with me... the one who used to say just tell me when and where
0,G'night world. Vacations have to end some day.
0,Omg. I got no sleep again. Neighbors are building a deck &amp; they've been starting @ 5:00am. I'm SO tired. Feel like I just took Benadryl
0,has a gym day and is hoping to enjoy the last Friday of her twenties.
0,feels slightly better but damn i sure do miss him.....he's going to be so hard to get over......  i messed it up ...donuts=comfort
0,"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning"
0,Hate being sick  especially when there's no one to pamper me
0,Ugh. Going to skool
0,mcfonalds roulette i i lose. they forgot mygrilled snack wrap
0,Playdate cancelled
0,"PINKPOP weekend &amp; I've got NO tickets, meaning no BRUCE Springsteen  Oh well, it's WWWWWEEEEEEEEEEEEEEEKKKKKEEEENNNNDDDD!!!!!"
0,"never thought i'd say this, but i miss my 9-5 job, the commute, my cubicle, free food &amp; coffee and being downtown. why did i quit?"
0,aaaah taking back sunday are playing in new york 3 days after we leave
0,I dont feel well  i got a dentist appointment later.
0,@PoynterJones can I join you in your jealousy?  :L
0,"Back @ work, migraine lingering   Can't wait for the weekend!"
0,Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.
0,"@holmescnn Oh, I didn't realize its on at 830 as well- already at work- or as today still in the car, don't ask"
0,You know your neck is jacked up when you are forced to pay for parking bc you can't turn you head to parallel park in the free spaces...
0,forgot to wish sister happy birthday yesterday.
0,my parents sold my car.
0,I miss you guys
0,Goodbyes ... Hurt
0,"My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief"
0,enjoying the great sunshine.. from indoors.. I don't feel good today
0,I'm over @ringorang today.  3 wrong answers in a row.  My brain's not working today.
0,@lilivonshtupp I'd rather go to the matinee but I have to work  Still debating whether I should go cos going alone is no fun haha
0,Still havent left the house yet. This is rediculous! REALLY!   S*D*P* &amp; T*K*K*
0,"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm"
0,im still devastated about manchester united losing the UCL final
0,Oh darn. Lost another follower.
0,i woke up just now missing alabama terribly  my dad says we will be moving there. soon. thank god
0,@itsfrankybitch  dont make me sad... i do agree tho it does need some more of SA's magical lyrics
0,Why is it soooo cold &amp; ugly out??
0,No more Wiffleball..  Damn.
0,a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...
0,has bronchitis and is on 3 prescriptions. No fun at all. Had to miss two days in a row of work.
0,@nellclothing I cancelled a run in favour of... staying in. Wish I monies for pubulation tho
0,GrimeStopper loss  client lost their job so we did too. Hope the quote later today turns into more work. Drowned my sorrows w a huge h ...
0,@AnnaVodka I'm sorry to hear that! that makes me sad
0,@i_am_umlaut oh no!  i'm very sorry to hear
0,@Jamie_127 poor baby  you need some aloe. Nope sorry no hints
0,The Oddo's grandfather passed away in his sleep
0,doesn't get to see her fav5 today like planned
0,I saw amazing heeels. But they were too big
0,bout to go to work
0,I watched wayyyy too much Beverly Hills 90210 today and I am not proud of that fact.  TV FAIL
0,"I am soooo hungry. But waiting for bf to get home, he has car trouble and is waiting for the mechanic to help him..."
0,skype call with billie but my webcam dont work
0,@rafealAnthem yes i am and i was ready to go when i got here. ugh  and its sooo pretty outside..
0,@esull have a great camp!!!!! Wish I could be there.
0,@MissCaseyB I know what you mean  rain sucks...
0,@MsHalfway I want to go back to school too *sigh* - but I am too poor
0,Last day of high school  i'm gonna miss all my friends
0,@hithit  missing jmichelle... told you treat me like a step child! smh
0,@neeshababyyy they won't  guys are retarded!
0,"@inlovewitharmy What timeeee? My mom says I have to do something daw tomorrow, eh. But we're never compelte!"
0,Why didn't my favorite spotters last tweet go to my phone
0,i'm still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.
0,"Off to play Tennis at Bel Air, courts are wet  but, we will play anyway."
0,charlies roastbeef: mostaza no manejamos. WTF?
0,"@iamdiddy - Me. because my ex boyfriend of 2 years (we broke up 2 months ago) is engaged to his gf of 6 weeks.  sad, embarrassed. Hug?"
0,i was too slow to get $1 Up tix
0,shit's depressing
0,So...woke up in time just for work.....boo
0,@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*
0,@SweetHomeBirth  link isn't working
0,"@world_of_max Sadly, no. Now David Tennant has left I don't particularly want the job anyway"
0,not at all happy...dont know what the reason is
0,@DinerokidMayo Im upset cuz now everyone agrees
0,apparently you are not getting on anymore... sad
0,I need to sit  my insides hurt ughhh
0,@dorritos @repressd i get migranes.. so @repressd.. that leaves you to either arthritis and/or gout!
0,argh! why why why
0,possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore
0,@pilmorelee you beggar! Making me feel homesick
0,"@frgmnt I know, lame."
0,"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!"
0,Rachael makes me want to cry
0,@katebuckjr Sorry I can not reach either URL
0,not feeling well at all today! ugh cant I just go home.
0,My eyes hurt.
0,@dutchraymond yeah I didn't realize how bad it all was till now
0,has today off! But has to work tomorrow
0,"being lazy the rain does that to me  gym&amp;&amp;tanning is possibe, work &amp;&amp; a small social gathering around tha corner"
0,Can't give blood within a year of getting a tattoo so I can't give...Im gutted
0,my head huwwts
0,I have to go to work with out my @andrajoi and @treykinkade
0,@vosdjs LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!
0,That's it? It's done already? This is one proof that there's nothing fair in this world.   http://bit.ly/10UEMq
0,I've been offered Fred on loan but I has no moniiieeeess...
0,"@APStylebook I know, but I need some things in my life to be constant"
0,Is youtube not working properly for anyone else? I can't watch videos because they keep failing to load
0,no luck in goin to forum.. im about the only person on earth not goin out
0,Starving. And Alyssa's mom would bring her subway.
0,has new headphones but no mp3 player yet  http://plurk.com/p/x258n
0,@risquethaianna i cant go swimmin any more
0,@tommcfly sweet .. Englands becoming lamer and lamer since you guys left
0,"i got a haircut, i felt like that guy on the &quot;Last Samuri&quot; who was forced to have his ponytail cut off."
